topic,topic_label,chunks,top_words,earliest_publication_year,latest_publication_year,top_documents
433,The Unreliability and Cruelty of Slave Owners,10,"colonel moore, moore, colonel, sort, mr harrison, gosnold, mr cleveland, cleveland, trueman, reproache",1836.0,1914.0,The Slave: or Memoirs of Archy Moore. Vol. I (2 chunks); A Lost Family Found; An Authentic Narrative of Cyrus Branch and His... (1 chunks); Autobiography of a Female Slave (1 chunks)
414,Obtaining and Using Free Papers,10,"mcdaniel, friedman, mr grime, anthony, grime, mr stockwell, dimmock, stockwell, peter, tuscumbia",1853.0,1895.0,Anthony Burns: A History (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); Frederick Douglass The Colored Orator (1 chunks)
435,Whipping and Plantation Punishment,10,"horse, leg, squire woodbridge, squire, bell horn, broken, highwayman, millersburg, woodbridge, ride",1847.0,1907.0,"An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (2 chunks); Life and Adventures of Nat Love, Better Known in the Cattle Country... (1 chunks); Life of George Henry. Together with a Brief History of the Colored ... (1 chunks)"
436,Establishing Free Black Communities in Upper Canada,10,"florence, enterprise, liberia, citizen, settlement, mound bayou, color people, mound, florence village, florence enterprise",1853.0,1912.0,"The Looking-Glass: Being a True Report and Narrative of the Life, T... (4 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (2 chunks); A Narrative of the Negro (1 chunks)"
437,Racial Superiority and Biblical Justification,10,"everett, mr everett, mum bett, mum, briton, herodotus, race, greek roman, rome, bett",1810.0,1926.0,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (2 chunks); The Black Man: His Antecedents, His Genius, and His Achievements (2 chunks); The Colored Patriots of the American Revolution: With Sketches of S... (2 chunks)"
415,Abraham Lincoln's Presidency,10,"executive mansion, president, lincoln, citizen, motto, dorsey, mansion, johnson, individual motto, executive",1853.0,1906.0,"Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (3 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); Life of Charles T. Walker, D.D., (""The Black Spurgeon."") Pastor Mt.... (2 chunks)"
406,Racial Harmony and Church Relations,10,"bettis, marshpee, potter, seth, church, barne, white people, mt canaan, alexander bettis, churche",1855.0,1915.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (1 chunks); Brief Sketch of the Life and Labors of Rev. Alexander Bettis. Also ... (1 chunks)"
413,Romantic Relationships Between Slaves,10,"darl, paul, sweet, oh paul, wishe parent, lavasser, ah, eugene, shame, mistress",1840.0,1894.0,"The Story of a Slave. A Realistic Revelation of a Social Relation o... (6 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks); Autobiography of a Female Slave (1 chunks)"
412,"Overseer, Perkinson, Farm, Major Thornton",10,"overseer, perkinson, farm, major thornton, weeden, whip, thornton, team, religious slaveholder, major",1831.0,1895.0,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (3 chunks); The Slave: or Memoirs of Archy Moore. Vol. I (2 chunks); From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Ran... (1 chunks)"
390,Faith and Resilience in the Face of Oppression,10,"universe, spiritual, divine, empire, lotte, influx, creation, abolition death, death involve, god life",1859.0,1898.0,"Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holse... (6 chunks); The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (3 chunks); Uncle Johnson, the Pilgrim of Six Score Years (1 chunks)"
391,Racial Equality and Voting Rights,10,"ballot, political, race, white man, political right, ignorant, education property, criticism, law, southern",1893.0,1917.0,"An Autobiography: The Story of My Life and Work (2 chunks); Booker T. Washington, Builder of a Civilization (2 chunks); My Life and Work (2 chunks)"
392,Respect for Educated and Influential Figures,10,"armstrong, liberia, general armstrong, toussaint, westminister, mr holly, holly, dr walker, hair, president",1854.0,1902.0,"Memoir of Pierre Toussaint, Born a Slave in St. Domingo (2 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (1 chunks); Life of Charles T. Walker, D.D., (""The Black Spurgeon."") Pastor Mt.... (1 chunks)"
393,Whipping and Plantation Punishment,10,"ranaway, subscriber, reward, negro man, ranaway subscriber, mdonald, county, subscriber negro, lurk, reward ranaway",1835.0,1849.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (6 chunks); Narrative of William W. Brown, an American Slave. Written by Himself (2 chunks); Narrative and Writings of Andrew Jackson, of Kentucky; Containing a... (1 chunks)"
394,Rank and Social Status of Officers,10,"chaplain, officer, chaplain allensworth, social, command officer, post, allensworth, regiment, rank, staff",1878.0,1914.0,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (7 chunks); The Colored Cadet at West Point. Autobiography of Lieut. Henry Ossi... (3 chunks)"
395,Voting Rights and Racial Tensions in the Late 19th Century,10,"pinchback, governor, antiprohibition, republican, warmouth, governor warmouth, vote, mr pinchback, oh south, senate",1861.0,1914.0,"Men of Mark: Eminent, Progressive and Rising (3 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks); Autobiography and Work of Bishop M. F. Jamison, D.D. (""Uncle Joe"") ... (1 chunks)"
396,False Accusations and Plantation Punishment,10,"jailer, watch, geese, arrest, struck, bate, john bate, mansfield, corner, note",1849.0,1924.0,"Life and Adventures of James Williams, a Fugitive Slave, with a Ful... (4 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (2 chunks); Memoirs of Samuel Spottford Clement Relating Interesting Experience... (1 chunks)"
397,Spiritual Conversion and Faith,10,"lord, brother henson, pray, baptiz, henson, bles, revival, holy spirit, sister, elder",1852.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (3 chunks); Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (3 chunks); Africa for Christ. Twenty-Eight Years a Slave (1 chunks)"
398,"Auld, Capt, Capt Anthony, Old Master",10,"auld, capt, capt anthony, old master, slaveholder, lucretia, divid, capt auld, aversion preference, hugh",1839.0,1887.0,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (3 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
399,Tracking a Fugitive,10,"hardy, hound, blood hound, dogs, dog, owner dog, swamp, wood, pursuit, scent",1837.0,1882.0,"Slavery in the United States: A Narrative of the Life and Adventure... (3 chunks); Fifty Years in Chains, or, The Life of an American Slave (2 chunks); Bond and Free: A Tale of the South (1 chunks)"
400,"Snake, Panther, Rattlesnake, Dog",10,"snake, panther, rattlesnake, dog, lady lay, stick, ivy, bough, bed, cypress",1837.0,1913.0,"Slavery in the United States: A Narrative of the Life and Adventure... (3 chunks); Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (1 chunks); Fifty Years in Chains, or, The Life of an American Slave (1 chunks)"
401,"Dear Lizzie, Lizzie, Letter, Circular",10,"dear lizzie, lizzie, letter, circular, write, dear, ramsey, chicago, col horton, send",1856.0,1868.0,"Behind the Scenes, or, Thirty years a Slave, and Four Years in the ... (7 chunks); Louisa Picquet, the Octoroon, or, Inside Views of Southern Domestic... (2 chunks); The Kidnapped and the Ransomed. Recollections of Peter Still and Hi... (1 chunks)"
402,Abolitionist Politics and Conventions,10,"douglass, party, gerrit smith, gerrit, garrisonian, liberty party, abolition, antislavery, convention, john brown",1881.0,1914.0,"Frederick Douglass (3 chunks); Frederick Douglass The Colored Orator (3 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks)"
403,"King Glory, Chorus, Toussaint, Stewart",10,"king glory, chorus, toussaint, stewart, rosalie, thou, evelyn, glory, sea, placido",1827.0,1897.0,"A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks); Aunt Dice: The Story of a Faithful Slave (1 chunks); Memoir of Pierre Toussaint, Born a Slave in St. Domingo (1 chunks)"
404,Escape from Slavery,10,"haytien, spr meadow, fight, meadow, clerc, le clerc, march, toussaint, toussaint loverture, le",1810.0,1926.0,"John Jasper: The Unmatched Negro Philosopher and Preacher (1 chunks); Last of the Pioneers: Or, Old Times in East Tenn., Being the Life a... (1 chunks); Reflections on the Life and Times of Toussaint L'Overture, the Negr... (1 chunks)"
405,Church Life and Community,10,"pastor, th lectur, preach, norris, lectur, church, congregation, th, mrs norris, schoolhouse",1847.0,1908.0,"The Life of Rev. Robert Anderson. Born the 22d Day of February, in ... (3 chunks); The Anderson Surpriser. Written After He Was Seventy-Five Years of ... (2 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks)"
407,Jasper's Ministry and Community,10,"jasper, richmond, ter, mr jasper, ter preach, colour, sermon, preacher, preach, exultation",1848.0,1914.0,"John Jasper: The Unmatched Negro Philosopher and Preacher (5 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks); Autobiography of a Female Slave (1 chunks)"
408,"Claimant, Identity, Record, Burn",10,"claimant, identity, record, burn, evidence, suttle, brent, anthony burn, anthony, millspaugh",1856.0,1856.0,Anthony Burns: A History (10 chunks)
409,"Mayor, Marshal, Military, Edmand",10,"mayor, marshal, military, edmand, police, state street, hallett, boston, peace city, street",1856.0,1856.0,Anthony Burns: A History (10 chunks)
410,Conversion and Spiritual Experience,10,"license, exhort, brethren, preach, soul, exercis, grace, trial, convert, license exhorter",1810.0,1854.0,"A Brief Account of the Life, Experience, Travels, and Gospel Labour... (8 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (1 chunks); The Life, Labors, and Travels of Elder Charles Bowles, of the Free ... (1 chunks)"
411,American Politics and Leadership,10,"republican, president, party, office, democratic, marshal, republican party, democratic party, republican state, convention",1887.0,1917.0,"Men of Mark: Eminent, Progressive and Rising (7 chunks); Frederick Douglass (1 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (1 chunks)"
438,Toussaint L'Ouverture's Life and Legacy,10,"toussaint, toussaint loverture, loverture, louverture, fiction, toussaint louverture, hayti, patriot, haytien, deed",1847.0,1886.0,"God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); Life and Opinions of Julius Melbourn; with Sketches of the Lives an... (2 chunks); Reflections on the Life and Times of Toussaint L'Overture, the Negr... (2 chunks)"
